Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotAtt/90,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonCmp/90,PasLonAtt,PasLonAtt/90,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,Tkl/90,TklWon,TklWon%,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkSh/90,BlkPass,Int,Int/90,Tkl+Int,Clr,Clr/90,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon/90,AerLost,AerDuels/90,AerWon%
29,Kevin Agudelo,COL,MFFW,Spezia,Serie A,24,1998,21,16,1443,16,0,1.13,0.31,27.8,0,0,20.5,0,0,0,19.6,27.8,1.7375,70.6,297.8,103.3,11.1,13.9,79.4,6.38,8.31,76.7,1.19,0.074375,2.19,0.136875,54.3,0,0.88,2.44,1,0.06,4.31,27.8,26.6,0.88,0.13,0.13,0.06,1.31,0.25,0.31,0.19,0.13,0,19.6,0.31,1.19,1.88,1.31,0.06,0.19,0.19,0.13,0,0.13,0.06,0,0,0,0.06,0,2.94,0.18375,1.38,46.94,0.88,1.25,0.81,1.13,2.75,40.9,1.63,1.75,0.25,0.015625,1.5,0.44,0.0275,3.38,0.13,0.008125,0,41.8,0.5,6.25,19.6,17.3,2.06,41.8,3.38,1.38,40.7,1.63,48.1,23.9,173.9,94.6,2.88,2.38,0.69,2.63,2.44,25.4,3.88,0.13,0,0,1.63,1.75,0.13,1.31,1.38,0,0,0,5.69,0.56,1.25,1.81,31
30,Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,6,5,515,5.7,0,0.88,0,0,0,0,8.9,0,0,0,30.9,39.5,6.929824561,78.2,633.2,283.3,10,10.9,91.9,16.5,19.5,84.7,4.04,0.7087719298,8.07,1.415789474,50,0,0.18,1.93,0.35,0,1.58,39.5,37.7,1.4,1.4,0,0.88,0,0,0,0,0,0,30.9,0.35,0.35,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.4,1.58,69.30,1.58,0.7,0,1.23,1.58,77.8,0.35,1.23,1.05,0.1842105263,0.18,1.05,0.1842105263,3.33,4.39,0.7701754386,0,50.5,6.32,26,23.3,1.58,1.05,50.5,0.18,0.18,100,0,0,27.7,105.1,51.2,0.18,0,0,0.53,0,30.2,0.35,0.53,0,0,0.7,0.7,0.18,0,1.58,0,0,0,5.26,1.75,1.05,2.8,62.5
31,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,13,7,615,6.8,0,0.29,0.29,100,0,0,12.1,0,0,0,47.9,58.7,8.632352941,81.7,753.8,310.6,25,28.1,89,18.8,22.2,84.8,2.79,0.4102941176,5.15,0.7573529412,54.3,0,0.15,4.26,1.03,0.29,6.47,58.7,48.5,10.1,0.59,0,0.15,1.76,9.56,0,0,0,0,47.9,0,1.47,1.18,0.88,0.15,0,0.15,0,0,0.29,0.29,0,0,0,0,0,1.91,0.2808823529,0.74,38.74,0.88,0.44,0.59,0.74,1.91,38.5,1.18,0.44,0,0,0.44,1.91,0.2808823529,3.82,2.79,0.4102941176,0,69.3,3.38,17.6,33.1,18.7,2.06,69.3,0.74,0.44,60,0.15,20,42.9,223.7,96.9,1.47,0.88,0.15,1.03,0.44,39.7,3.24,0.29,0,0,1.47,1.03,0,1.76,0.74,0,0,0,5.29,0.74,1.32,2.06,35.7
32,Naouirou Ahamada,FRA,MFFW,Crystal Palace,Premier League,20,2002,2,0,16,0.2,0,5,0,0,0,0,17.3,0,0,0,50,70,350,71.4,760,225,25,30,83.3,25,35,71.4,0,0,0,0,0,0,0,10,0,0,5,70,70,0,0,0,0,5,0,0,0,0,0,50,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,85,0,10,60,15,10,85,5,5,100,0,0,40,165,60,5,0,5,5,0,55,20,0,0,0,0,0,5,5,0,0,0,0,10,0,0,0,0
33,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,2002,17,17,1398,15.5,2,1.03,0.32,31.3,0.13,0.4,22.1,0,0,0,29,34.1,2.2,84.9,449.4,106.5,14.4,15.6,92.1,12.1,13.2,91.7,1.35,0.08709677419,2.58,0.1664516129,52.5,0.13,0.97,2.45,0.45,0.13,3.61,34.1,33.2,0.84,0.26,0.13,0.06,0.39,0.32,0,0,0,0,29,0.13,0.84,2.45,2,0,0.19,0.13,0.06,0.06,0.45,0.45,0,0,0,0,0,1.1,0.07096774194,0.71,64.55,0.45,0.45,0.19,0.52,1.29,40,0.77,1.03,0.32,0.02064516129,0.71,0.52,0.0335483871,1.61,0.45,0.02903225806,0,43.5,1.16,8.97,25,10.3,1.42,43.5,2.71,1.16,42.9,1.29,47.6,26.3,192.4,97.5,2.77,1.74,0.39,2.19,0.71,29.2,3.48,0.26,0.06,0.06,1.03,1.1,0.06,0.39,0.71,0,0.06,0,5.68,0.45,1.03,1.48,30.4
34,Amar Ahmed,SWE,FW,Troyes,Ligue 1,18,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,30,50,250,60,395,90,15,25,60,10,20,50,0,0,0,0,0,0,0,0,0,0,5,50,50,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,5,100.00,0,5,0,0,5,0,5,0,0,0,0,5,25,10,0,0,0,90,0,15,40,35,0,90,5,5,100,0,0,60,370,105,0,5,0,20,10,60,10,0,0,0,5,5,0,0,5,0,0,0,10,0,15,15,0
35,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,19,10,834,9.3,1,0.97,0.32,33.3,0.11,0.33,22.8,0,0,0,26.1,36.3,3.903225806,71.9,419.1,107.3,12.7,16,79.2,9.46,13.4,70.4,2.26,0.2430107527,4.09,0.4397849462,55.3,0,0.65,2.15,0.65,0,2.26,36.3,35.2,1.18,0.86,0.32,0.43,0.43,0.11,0,0,0,0,26.1,0,0.75,1.4,0.97,0,0,0,0.11,0.32,0.11,0.11,0,0,0,0,0,2.04,0.2193548387,1.4,68.63,0.54,1.29,0.22,0.86,1.94,44.4,1.08,1.29,0,0,1.29,1.83,0.1967741935,3.87,0.75,0.08064516129,0,49.7,1.4,9.25,27.1,14.2,2.37,49.7,2.69,1.08,40,1.18,44,35.3,192.2,76.7,1.51,1.18,0.75,2.69,1.29,31.6,3.12,0.32,0.11,0,2.58,1.72,0.11,0.43,1.4,0,0,0,5.27,1.51,1.4,2.91,51.9
36,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,20,20,1800,20,2,0.45,0.1,22.2,0.22,1,15.6,0,0,0,43.4,50.8,2.54,85.4,883.9,275.7,11.6,13.3,86.9,26.7,28.9,92.2,4.85,0.2425,7.45,0.3725,65.1,0,0.05,2.3,0.2,0,2.85,50.8,49.4,1.25,1.15,0,0.15,0,0.1,0,0,0,0,43.4,0.15,0.45,0.3,0.25,0,0,0,0,0.05,0,0,0,0,0,0,0,1.7,0.085,1.05,61.76,1.05,0.6,0.05,0.5,0.75,66.7,0.25,0.9,0.45,0.0225,0.45,0.8,0.04,2.5,4.2,0.21,0,60.3,8.7,31.6,27.8,1.35,0.45,60.3,0.25,0.15,60,0.05,20,38.2,185.3,99.1,0.5,0.2,0,0.45,0.3,38.4,0.1,0.15,0,0,0.6,0.35,0,0,1.05,0,0.05,0,6.5,1.75,1.85,3.6,48.6
37,Ola Aina,NGA,DF,Torino,Serie A,26,1996,12,8,676,7.5,1,0.93,0.4,42.9,0.14,0.33,16.1,0,0,0,41.5,55.7,7.426666667,74.4,693.1,278.8,21.7,23.5,92.6,13.2,17.7,74.4,5.2,0.6933333333,9.73,1.297333333,53.4,0.13,1.2,3.07,1.6,1.07,4.67,55.7,44.5,10.7,0.8,0,0.13,3.47,9.73,0.13,0,0,0,41.5,0.53,1.87,2.93,2.27,0.13,0.4,0,0.13,0,0.4,0.27,0,0.13,0,0,0,1.73,0.2306666667,1.33,76.88,0.4,0.93,0.4,0.8,1.33,60,0.53,1.2,0.27,0.036,0.93,1.07,0.1426666667,2.8,2.67,0.356,0,68.5,2.4,14.8,31.2,23.6,1.47,68.5,4.53,2.27,50,1.6,35.3,36.7,236.1,119.3,3.87,2.8,0.53,1.47,0.67,40.1,4.8,0.53,0,0,1.6,1.6,0.13,3.47,1.33,0,0.13,0,6.27,1.2,0.8,2,60
38,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,21,2001,17,9,913,10.1,1,0.99,0.5,50,0.1,0.2,14.1,0,0,0,39.3,48.4,4.792079208,81.2,605.8,210.2,21.9,24.7,88.8,14.5,17.5,82.5,1.98,0.196039604,2.97,0.2940594059,66.7,0,0.69,2.38,1.29,0.5,3.56,48.4,40.8,7.43,0.5,0,0.1,2.08,6.63,0.3,0.1,0.2,0,39.3,0.2,1.39,2.18,1.39,0.2,0.4,0.1,0.1,0,0,0,0,0,0,0,0,2.67,0.2643564356,1.58,59.18,2.18,0.4,0.1,0.79,1.19,66.7,0.4,0.2,0,0,0.2,0.69,0.06831683168,3.37,2.57,0.2544554455,0,61.8,3.56,19,22.2,21.5,2.48,61.8,3.86,1.98,51.3,1.68,43.6,32.3,178.1,101.7,2.48,1.19,0.99,2.18,0.89,37.3,6.63,0.3,0,0,1.09,0.69,0.3,2.08,1.58,0,0.1,0.1,5.25,1.29,1.39,2.68,48.1
39,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,22,2000,15,11,1029,11.4,0,0.26,0.09,33.3,0,0,17.7,0,0,0,36.4,47.3,4.149122807,77,622.1,231.3,16.8,18.5,90.5,16.3,20.1,81.2,2.63,0.2307017544,6.23,0.5464912281,42.3,0,0.35,3.16,0.61,0.09,3.42,47.3,40.4,6.75,1.49,0.09,0.35,0.35,4.82,0,0,0,0,36.4,0.18,0.88,0.88,0.88,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0.3307017544,2.28,60.48,2.19,1.4,0.18,2.11,2.81,75,0.7,1.32,0.79,0.06929824561,0.53,1.67,0.1464912281,5.44,3.25,0.2850877193,0.09,58.7,6.14,29.5,26.1,3.95,0.44,58.7,0.53,0.09,16.7,0.35,66.7,29,194.5,106.4,1.49,0.88,0,0.53,0.26,29.5,0.61,0.18,0,0,1.14,0.7,0,0.35,2.28,0,0,0,7.02,1.67,0.61,2.28,73.1
40,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,9,9,763,8.5,0,0.12,0,0,0,0,6,0,0,0,30.5,40.6,4.776470588,75.1,527.1,222,15.4,18.7,82.4,12,15.1,79.7,2.71,0.3188235294,4.71,0.5541176471,57.5,0,0.12,2.35,0.35,0.12,3.65,40.6,34.5,6,0.82,0,0.47,0.71,5.18,0,0,0,0,30.5,0.12,0.94,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.1517647059,0.94,72.87,0.59,0.47,0.24,1.06,1.88,56.3,0.82,0.71,0.59,0.06941176471,0.12,0.82,0.09647058824,2.12,2.59,0.3047058824,0,48.5,5.29,21.6,19.6,7.53,1.06,48.5,0.82,0.12,14.3,0.47,57.1,25.2,133.6,72.1,1.18,0.59,0,0.35,0.94,27.2,1.41,0,0,0,0.59,0.94,0,0.71,0.94,0,0.12,0,4.24,1.76,1.29,3.05,57.7
41,Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,13,9,771,8.6,1,2.56,0.81,31.8,0,0,15.1,0.12,0.12,0.12,20.7,29.7,3.453488372,69.8,304,46.2,12,15.9,75.2,6.4,9.19,69.6,1.28,0.1488372093,1.86,0.2162790698,68.8,0,1.16,1.16,0.7,0,1.51,29.7,28.1,1.16,0.12,0.35,0.35,0,0,0,0,0,0,20.7,0.35,0.12,2.56,2.33,0,0,0.23,0,0,0.23,0.12,0,0,0.12,0,0,0.58,0.06744186047,0.47,81.03,0.12,0.47,0,0.35,1.05,33.3,0.7,0.35,0.12,0.01395348837,0.23,0.23,0.02674418605,0.81,0.81,0.09418604651,0,39.1,0.93,3.6,20,15.8,5.81,39,0.47,0.23,50,0.23,50,26.2,104.8,23.5,0.23,0.81,0.12,2.21,1.16,30.5,6.4,0.12,0,0,1.63,0.93,0.12,0,0.47,0,0,0,2.44,5.81,3.84,9.65,60.2
42,Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,28,1994,4,3,231,2.6,0,2.69,0.77,28.6,0,0,16.4,0,0,0,16.9,33.8,13,50,300.8,70.8,8.46,15.8,53.7,4.23,10.4,40.7,3.08,1.184615385,3.85,1.480769231,80,0.38,1.54,2.31,0.38,0,2.31,33.8,33.1,0,0,0,0.38,0.38,0,0,0,0,0,16.9,0.77,0.77,3.08,2.69,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0.38,0,0.38,1.15,0,0,1.15,0,0,0,0.77,0.2961538462,0,44.6,0.77,2.69,23.5,18.8,5.38,44.6,0.77,0.38,50,0.38,50,18.1,78.8,26.2,0.77,0,0,4.23,1.92,33.5,5.38,0.38,0,0,2.31,0.38,0.38,0.38,0,0,0,0,5,10,7.69,17.69,56.5
43,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,15,14,1286,14.3,0,0.77,0.14,18.2,0,0,16.4,0,0,0,76.2,80.9,5.657342657,94.2,1319.8,411.2,33.4,34.4,97.2,37,38.5,96.2,4.76,0.3328671329,6.36,0.4447552448,74.7,0.07,0.28,5.17,0.07,0.07,4.76,80.9,79.4,1.47,0.84,0,0.49,0.21,0.63,0,0,0,0,76.2,0,0.14,1.26,1.19,0,0,0.07,0,0,0,0,0,0,0,0,0,1.54,0.1076923077,1.05,68.18,0.56,0.77,0.21,1.12,1.47,76.2,0.35,1.33,0.42,0.02937062937,0.91,0.77,0.05384615385,2.31,1.19,0.08321678322,0,88.6,5.17,32.7,49.7,6.43,1.4,88.6,0.28,0.21,75,0.07,25,63.6,387.1,239.9,1.26,1.61,0,0.49,0.14,69.2,0.56,0.07,0,0,0.91,0.49,0,0.21,1.05,0,0,0,5.38,0.84,1.4,2.24,37.5
44,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,15,13,1156,12.8,0,0.31,0,0,0,0,10.5,0,0,0,84.2,92,7.1875,91.5,1384.6,497.4,39.7,41.8,95,39.7,42.3,93.7,3.75,0.29296875,5.55,0.43359375,67.6,0,0.39,7.58,0.39,0,7.34,92,85.9,5.94,1.8,0.08,0.47,0.39,4.14,0,0,0,0,84.2,0.16,0.94,1.17,0.94,0.08,0,0.16,0,0,0.16,0.16,0,0,0,0,0,1.25,0.09765625,0.55,44.00,0.63,0.55,0.08,0.55,0.78,70,0.23,1.02,0.47,0.03671875,0.55,1.02,0.0796875,2.27,1.64,0.128125,0,98.4,4.53,31.8,56.8,10.2,1.56,98.4,0.23,0.16,66.7,0.08,33.3,63.8,298.3,188.8,1.09,0.7,0.16,0.78,0,76.2,1.17,0,0,0,0.7,0.7,0.08,0.39,0.55,0,0,0,5,1.72,1.33,3.05,56.4
45,Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,21,21,1890,21,0,1.05,0.29,27.3,0,0,20.4,0,0,0,34,43.9,2.09047619,77.3,557.9,207.1,17.5,19.8,88.4,13.4,16.3,82.5,2.14,0.1019047619,5.29,0.2519047619,40.5,0,0.86,2,0.86,0.67,2.43,43.9,34,9.57,1.1,0.1,0.62,3,8.48,0,0,0,0,34,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0,0.1,0.1,0.05,0,0.05,0,0,0,1.29,0.06142857143,0.76,58.91,0.9,0.29,0.1,0.57,0.76,75,0.19,1,0.24,0.01142857143,0.76,0.62,0.02952380952,1.9,1.48,0.07047619048,0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,55.6,0.76,35.6,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0,0,0.81,0.67,0,3,0.76,0,0,0,5.14,0.52,0.62,1.14,45.8
46,Maghnes Akliouche,FRA,MFDF,Monaco,Ligue 1,20,2002,6,3,248,2.8,0,0.36,0.36,100,0,0,8.4,0,0,0,28.2,37.9,13.53571429,7.45E+01,366.1,113.6,17.9,21.8,82,7.5,10.4,72.4,0.71,0.2535714286,1.79,0.6392857143,40,0,1.79,2.5,1.43,0,3.93,37.9,35.7,1.79,0.36,0,0,3.21,1.07,0.36,0.36,0,0,28.2,0.36,1.43,1.79,1.79,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,2.14,0.7642857143,1.07,50.00,1.07,1.07,0,0.36,1.07,33.3,0.71,0.36,0.00E+00,0.00E+00,0.36,0.71,0.2535714286,2.86,0.71,0.2535714286,0,47.9,1.43,7.14,19.3,22.1,3.21,47.9,2.14,0.71,33.3,1.43,6.67E+01,38.2,214.3,94.6,1.79,1.07,0.36,1.79,2.14,35,7.5,1.07,0,0,1.79,1.07,0,3.21,1.07,0,0,0,6.43,0.71,1.07,1.78,40
47,Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,6,2,238,2.6,0,0.77,0.38,50,0,0,25.6,0,0,0,36.2,38.8,14.92307692,93.1,631.5,125.8,15.4,16.2,95.2,12.7,13.5,94.3,5.38,2.069230769,5.77,2.219230769,93.3,0,0,3.08,0.38,0,2.31,38.8,37.7,0.77,0.77,0.38,0.77,0,0,0,0,0,0,36.2,0.38,0.38,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,3.46,1.330769231,1.92,55.49,2.69,0.77,0,2.69,3.46,77.8,0.77,0,0,0,0,1.92,0.7384615385,5.38,0.77,0.2961538462,0.38,45.8,3.08,10.4,30.8,5,0,45.8,0.38,0,0,0.38,100,20,53.1,13.1,0,0.38,0,0,0,28.5,0.38,0.77,0,0,1.54,1.15,0,0,1.92,0,0,0,6.54,0.38,2.31,2.69,14.3
48,Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,12,7,606,6.7,0,1.04,0.3,28.6,0,0,22.6,0,0,0,24.8,31.8,4.746268657,77.9,348.2,133.4,13,15.5,83.7,8.36,9.85,84.8,1.04,0.1552238806,1.64,0.2447761194,63.6,0,0.15,1.94,0.3,0.15,3.13,31.8,31.5,0.3,0.3,0,0.15,0.6,0,0,0,0,0,24.8,0,1.34,1.64,0.75,0,0.3,0.15,0.15,0.3,0,0,0,0,0,0,0,3.13,0.4671641791,2.39,76.36,1.34,1.19,0.6,1.04,1.49,70,0.45,3.43,0.6,0.08955223881,2.84,0.9,0.1343283582,4.03,1.94,0.2895522388,0,47,2.09,12.5,25.7,9.7,1.49,47,2.24,1.34,60,0.75,33.3,24.6,131.5,57,1.49,1.94,0.6,1.64,1.34,28.4,2.99,0.9,0.3,0.15,2.24,1.19,0,0.6,2.39,0,0,0,4.78,0.9,0.6,1.5,60
49,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,16,10,1030,11.4,0,0.53,0.09,16.7,0,0,17,0,0,0,37.6,47.8,4.192982456,78.7,705.5,268.2,12.7,14.7,86.3,20.6,23.4,88,3.77,0.3307017544,7.72,0.6771929825,48.9,0,0.26,3.77,0.44,0.18,4.3,47.8,44.7,3.07,1.05,0.09,0.61,0.53,2.02,0,0,0,0,37.6,0,0.96,0.7,0.61,0,0.09,0,0,0,0,0,0,0,0,0,0,3.16,0.2771929825,1.93,61.08,1.67,1.4,0.09,1.23,1.67,73.7,0.44,2.28,0.61,0.05350877193,1.67,1.14,0.1,4.3,2.37,0.2078947368,0.09,60.6,5.18,25.8,29.8,5.61,1.14,60.6,1.32,0.35,26.7,0.88,66.7,31.8,174.4,78.9,0.96,0.96,0.26,0.96,0.26,35.2,1.58,0.53,0,0,1.49,0.7,0,0.53,1.93,0,0,0,6.05,2.46,1.93,4.39,56
50,David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,17,15,1365,15.2,1,0.59,0.07,11.1,0.11,1,20.7,0.26,0,0,50.2,56.8,3.736842105,8.83E+01,743.6,263.6,28.6,29.9,95.8,16.8,18.9,88.9,2.7,0.1776315789,4.67,0.3072368421,57.7,0.2,0.99,3.55,0.46,0.2,3.49,56.8,51.9,4.61,2.24,0.13,0.13,1.25,1.97,0.13,0.13,0,0,50.2,0.33,0.53,1.58,1.32,0.2,0,0.07,0,0.00E+00,0.26,0.2,0,0,0.07,0,0,0.66,0.04342105263,0.53,80.30,0.26,0.2,0.2,0.39,0.72,54.5,0.33,0.79,5.30E-01,3.49E-02,0.26,0.72,0.04736842105,1.38,1.64,0.1078947368,0.07,61.8,6.38,24.7,26.2,11.3,0.86,61.8,0.13,0.07,50,0.07,5.00E+01,38,166.8,99.9,0.72,1.18,0.07,0.46,0.2,44.6,2.63,0.2,0,0,0.46,0.13,0,1.25,0.53,0,0.07,0,4.67,0.33,0.39,0.72,45.5
51,Tomás Alarcón,CHI,MF,Cádiz,La Liga,24,1999,4,2,223,2.5,0,0.8,0.4,50,0,0,36.4,0,0,0,31.2,38,15.2,82.1,675.2,232.8,11.2,12.8,87.5,10.8,13.6,79.4,8,3.2,10,4,80,0,0.8,4.4,0.4,0,3.6,38,35.2,2.8,2,0.4,1.2,2.4,0,0.8,0.4,0.4,0,31.2,0,0,1.6,0.8,0.4,0,0,0.4,0,0,0,0,0,0,0,0,1.2,0.48,0.8,66.67,0,0.8,0.4,0.4,0.8,50,0.4,0.4,0,0,0.4,0.8,0.32,2,0.8,0.32,0,45.2,1.2,8,27.2,10,0.4,45.2,0,0,0,0,0,24.8,106.8,32.4,0.8,0,0,1.2,1.6,29.6,2.4,0.8,0.4,0.4,1.6,1.2,0,2.4,0.8,0,0,0,5.6,1.2,0.4,1.6,75
52,Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,30,1992,12,2,248,2.8,1,3.21,0.71,22.2,0.11,0.5,14.9,0,0,0,14.6,21.1,7.535714286,69.5,208.2,46.4,7.86,11.1,71,4.64,6.07,76.5,1.43,0.5107142857,1.43,0.5107142857,100,0,0.36,1.07,0,0,1.79,21.1,19.6,1.43,0,0,0,0,0,0,0,0,0,14.6,0,0.36,2.5,1.79,0,0.36,0.36,0,0,0.71,0.36,0,0,0.36,0,0,1.07,0.3821428571,0.71,66.36,0.36,0,0.71,0,0,0,0,0,0,0,0,0,0,1.07,3.57,1.275,0,33.2,3.57,5.71,12.9,15.7,5.71,33.2,2.86,1.79,62.5,1.07,37.5,15,65.7,29.6,0.71,2.14,0.36,0.71,2.14,23.6,3.93,0,0,0,2.14,0.71,1.43,0,0.71,0,0,0,2.86,3.93,5.71,9.64,40.7
53,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,14,9,931,10.3,1,0.87,0.19,22.2,0.11,0.5,23.7,0,0,0,82.6,97,9.417475728,85.2,1304.9,393.5,45.2,49.2,91.9,29.5,33.9,87.1,5.83,0.5660194175,9.03,0.8766990291,64.5,0.29,2.52,9.51,3.11,1.07,10.3,97,84.5,12.2,2.82,0.39,0.49,5.05,9.42,0,0,0,0,82.6,0.29,1.75,3.98,3.59,0.19,0.1,0.1,0,0,0.39,0.39,0,0,0,0,0,1.65,0.1601941748,1.26,76.36,0.87,0.78,0,1.07,2.04,52.4,0.97,0.78,0.29,0.02815533981,0.49,0.49,0.04757281553,2.14,1.36,0.132038835,0,103.4,1.84,18.3,55.6,30,2.14,103.4,0.78,0.39,50,0.39,50,62.5,256.4,139.5,2.91,1.84,0.39,0.39,0.58,75.4,9.32,0.39,0.1,0.1,0.68,0.19,0.68,5.05,1.26,0,0,0,6.8,0.58,0.97,1.55,37.5
54,Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,19,11,1053,11.7,4,1.45,0.6,41.2,0.18,0.43,22.3,0.17,0.09,0.09,53.3,66.7,5.700854701,80,841.7,302.9,29.2,32.4,90.2,17.8,21.2,83.9,4.36,0.3726495726,9.06,0.7743589744,48.1,0.26,2.14,6.07,1.97,0,9.23,66.7,58,8.38,2.82,0.68,0.26,5.47,0.17,4.1,1.97,1.79,0,53.3,0.26,1.03,3.25,2.22,1.03,0,0,0,0,0.51,0.43,0.09,0,0,0,0,1.88,0.1606837607,0.94,50.00,0.68,0.94,0.26,0.77,2.22,34.6,1.45,1.2,0.17,0.01452991453,1.03,0.34,0.02905982906,2.22,0.09,0.007692307692,0,75,1.11,9.32,42.1,24,1.79,75,1.03,0.17,16.7,0.85,83.3,40.7,195,106.8,2.82,2.74,0.43,1.37,1.11,54.4,4.19,0.09,0,0,0.6,0.34,0.17,5.47,0.94,0,0,0,6.07,0.26,0.6,0.86,30
55,Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,17,17,1519,16.9,0,0.06,0,0,0,0,33.6,0,0,0,54.7,61.8,3.656804734,88.6,1187.9,433.6,12.8,13.8,92.3,32.3,34.5,93.7,9.11,0.5390532544,12.2,0.7218934911,74.4,0,0.12,4.02,0.3,0,4.02,61.8,60.1,1.54,1.24,0,0.65,0.06,0,0,0,0,0,54.7,0.12,0.24,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.05976331361,0.65,64.36,0.59,0.36,0.06,0.59,0.71,83.3,0.12,0.83,0.65,0.03846153846,0.18,0.65,0.03846153846,1.66,4.56,0.2698224852,0,70.8,9.41,35,34.3,2.01,0.24,70.8,0.24,0.12,50,0.12,50,44.4,308,204.9,0.47,0.41,0,0.41,0.24,49.2,0.12,0.3,0,0,0.83,0.65,0,0.06,0.65,0,0,0,4.32,1.72,0.95,2.67,64.4
56,Marc Albrighton,ENG,FWMF,Leicester City,Premier League,33,1989,6,1,237,2.6,1,0.77,0.38,50,0.5,1,8,0,0,0,34.6,57.3,22.03846154,60.4,556.5,211.9,18.8,23.5,80.3,8.85,13.1,67.6,4.62,1.776923077,13.1,5.038461538,35.3,0,2.31,2.31,1.92,0.77,2.69,57.3,50.4,6.54,0.38,0.38,0,10.8,2.69,2.69,0.38,1.15,0.77,34.6,0.38,3.85,3.08,2.31,0.77,0,0,0,0,0,0,0,0,0,0,0,1.54,0.5923076923,0.38,24.68,0,0.77,0.77,0.38,2.69,14.3,2.31,2.31,0.77,0.2961538462,1.54,0.38,0.1461538462,1.92,1.92,0.7384615385,0,66.9,2.31,12.7,23.8,30.8,1.92,66.9,0.38,0.38,100,0,0,31.9,152.7,57.3,1.92,1.92,0,1.54,0.77,44.6,6.92,0,0,0,0.77,0.77,0.38,10.8,0.38,0,0,0,5.38,0.38,0.38,0.76,50
